SB_UID,SB_UID,EXECBLOCKUID,STARTTIME,ENDTIME,QA0STATUS,SE_STATUS,SE_PROJECT_CODE,SE_ARRAYENTRY_ID,FINALCOMMENTID,COMENT,delta
uid://A001/X144/X7d,uid://A001/X144/X7d,uid://A002/Xa342f2/X582c,2015-06-13 20:43:28.012,2015-06-13 21:59:45.257,Pass,SUCCESS,2013.1.01332.S,793898,11035.0,Watch DV11 & DV15 for high system temp. ,1.27145694444
uid://A001/X121/X490,uid://A001/X121/X490,uid://A002/Xa309c2/X1977,2015-06-11 02:53:45.179,2015-06-11 04:32:40.604,Pass,SUCCESS,2013.1.00764.S,792358,10761.0,"Polarization SB. To be checked since the Phase Calibrator shows flat Phase RMS.
QA0plus status: PASS (Session on! AmpCal Titan. Polarisation Calibrator cover ~30 degrees of Parallactic angle )",1.64872916667
uid://A001/X145/X2ed,uid://A001/X145/X2ed,uid://A002/Xa342f2/X1ac1,2015-06-13 03:23:04.880,2015-06-13 05:02:17.378,Pass,SUCCESS,2013.1.00446.S,793445,10928.0,DV02 has a large pointing offset and high phase rms,1.65347166667
uid://A001/X12f/X209,uid://A001/X12f/X209,uid://A002/Xa39269/X11e,2015-06-14 23:37:50.056,2015-06-15 00:26:02.314,Pass,SUCCESS,2013.1.00073.S,794465,11261.0,,0.803405
uid://A001/X196/X11b,uid://A001/X196/X11b,uid://A002/Xa39269/X2a96,2015-06-15 11:21:35.799,2015-06-15 12:30:11.992,SemiPass,SUCCESS,2013.1.01329.S,794676,11431.0,"No Ampcal!
QA0plus status: PASS (Science target, off position looks fine, but signal seems very weak)",1.14338694444
uid://A001/X12e/X75,uid://A001/X12e/X75,uid://A002/Xa3aadb/X54a,2015-06-15 22:54:04.491,2015-06-16 00:08:15.095,Pass,SUCCESS,2013.1.00569.S,795001,11655.0,"check DV16 phase RMS.
last flux of J1058+015 taken more than a week ago... left unset. 
Amplitude Calibrator measurement  updated!",1.23627888889
uid://A002/X9ae73b/X3,uid://A002/X9ae73b/X3,uid://A002/Xa3aadb/X13c9,2015-06-16 02:44:12.768,2015-06-16 02:53:16.557,Fail,SUCCESS,2013.1.00870.S,795052,11428.0,"TP SB. to be checked. It was stopped to start grid survey
QA0plus status: FAIL",0.1510525
uid://A001/X122/X22a,uid://A001/X122/X22a,uid://A002/Xa342f2/X4cd3,2015-06-13 17:17:06.711,2015-06-13 17:50:22.832,SemiPass,ABORTED,2013.1.00647.S,793692,11234.0,"Serious failure in the pointing offsets, as much as 35 arcsec. SB aborted early
QA0plus status: FAIL (only seven minutes on tager)",0.554478055556
uid://A002/X9ae73b/X3,uid://A002/X9ae73b/X3,uid://A002/Xa342f2/X726c,2015-06-14 03:38:25.357,2015-06-14 04:35:44.130,Pass,SUCCESS,2013.1.00870.S,793994,11150.0,"QA0plus status: PASS (Science target, off position looks fine)",0.955214722222
uid://A001/X13c/X41,uid://A001/X13c/X41,uid://A002/Xa342f2/X7935,2015-06-14 05:30:01.452,2015-06-14 06:27:51.143,Pass,SUCCESS,2013.1.00374.S,793926,11074.0,"DV02 to be checked : pointing offset, high Tsys and phase rms.",0.963803055556
uid://A001/X147/X205,uid://A001/X147/X205,uid://A002/Xa342f2/X858e,2015-06-14 09:36:04.306,2015-06-14 09:43:47.390,Fail,FAIL,2013.1.00191.S,794151,11147.0,QA0plus status: FAIL (pointing scan only),0.128634444444
uid://A001/X121/X51c,uid://A001/X121/X51c,uid://A002/Xa342f2/X920d,2015-06-14 12:34:04.644,2015-06-14 13:34:42.439,Pass,SUCCESS,2013.1.00576.S,794239,11188.0,"UNSET because of no Tsys/Trx
QA0plus status: PASS (PWV ~0.6mm. AmpCal used is J0238+166(Last observed in Band7 07Jun15). 38 antennas, refant=DA52. Image final peak flux/rms is 14.72mJy/0.21mJy=70.1 ~1",1.01049861111
uid://A001/X196/X20,uid://A001/X196/X20,uid://A002/Xa342f2/X9217,2015-06-14 12:35:19.605,2015-06-14 13:37:31.144,Pass,SUCCESS,2013.1.00099.S,794209,11198.0,"QA0plus status: PASS (until step 7, fails subtracting the baseline for PM04, PM04 flagged 21.5% due WCA is not locked)",1.03653861111
uid://A001/X147/X205,uid://A001/X147/X205,uid://A002/Xa342f2/X9669,2015-06-14 13:39:46.862,2015-06-14 13:40:46.210,Fail,SUCCESS,2013.1.00191.S,794209,11196.0,QA0plus status: FAIL (no data),0.0164855555556
uid://A001/X122/X3e5,uid://A001/X122/X3e5,uid://A002/Xa342f2/X96ca,2015-06-14 13:47:11.465,2015-06-14 14:22:41.655,Pass,SUCCESS,2013.1.00198.S,794239,11216.0,"DV21 has Tsys high by 25-33%
pointing on DV18, DV16 slightly discrepant by ~8 a sec.

No evidence for signal on Phase cal. Please confirm it really exists !

QA0plus status: PASS (PWV ~0.6mm. AmpCal u",0.591719444444
uid://A001/X122/X5bd,uid://A001/X122/X5bd,uid://A002/Xa309c2/X255,2015-06-10 20:48:47.109,2015-06-10 22:23:28.640,Pass,SUCCESS,2013.1.00252.S,792299,10660.0,No problem found,1.57820305556
uid://A001/X121/X504,uid://A001/X121/X504,uid://A002/Xa3aadb/Xce9,2015-06-16 01:02:18.351,2015-06-16 03:02:30.100,SemiPass,SUCCESS,2013.1.00053.S,795001,11438.0,"Polarization project
Not enough parallactic angle coverage.
QA0plus status: PASS (Polarisation Calibrator cover ~21 degrees of Parallactic angle. PWV ~0.5mm. AmpCal used is Titan. 36 antennas, refant=",2.00326361111
uid://A002/X9ae73b/X3,uid://A002/X9ae73b/X3,uid://A002/Xa3aadb/X1b9b,2015-06-16 05:00:48.486,2015-06-16 05:56:14.910,SemiPass,SUCCESS,2013.1.00870.S,795134,11429.0,"TP SB. To be checked.
No Ampcal QA0plus status: PASS (Science target, off position looks fine)",0.924006666667
uid://A001/X21f/Xb1,uid://A001/X21f/Xb1,uid://A002/Xa3aadb/X1c86,2015-06-16 05:19:35.062,2015-06-16 06:28:13.550,Pass,SUCCESS,2013.1.00448.S,795001,11388.0,Tsys/Trec okay (checked in the Quicklook),1.14402444444
uid://A001/X141/X7,uid://A001/X141/X7,uid://A002/Xa3aadb/X2103,2015-06-16 06:30:42.462,2015-06-16 06:34:45.314,Fail,SUCCESS,2013.1.00152.S,795001,11389.0,"Canceled. No band 9 powered up.
QA0plus status: FAIL (pointing scan only)",0.0674588888889
uid://A002/X9bf4fd/X9,uid://A002/X9bf4fd/X9,uid://A002/Xa3aadb/X2152,2015-06-16 06:33:53.618,2015-06-16 07:28:52.491,Pass,SUCCESS,2013.1.00211.S,795134,11441.0,"TP SB. To be checked.
QA0plus status: PASS (Science target, off position looks fine)",0.916353611111
uid://A001/X12c/X141,uid://A001/X12c/X141,uid://A002/Xa342f2/X459d,2015-06-13 15:12:48.829,2015-06-13 16:17:54.164,Pass,FAIL,2013.1.01102.S,793692,11151.0,"""There is no observable phase calibrator""
QA0plus status: PASS (More than 50% on target observed! PWV ~0.5mm. AmpCal used is J0238+166(Last observed in Band7 07Jun15). 35 antennas, refant=DA59. DV15 h",1.08481527778
uid://A001/X122/X58c,uid://A001/X122/X58c,uid://A002/Xa342f2/X4930,2015-06-13 16:18:28.180,2015-06-13 16:50:46.985,Pass,SUCCESS,2013.1.00521.S,793692,11027.0,DV15 slightly high system temperature.,0.538556944444
uid://A001/X147/X15a,uid://A001/X147/X15a,uid://A002/Xa2d681/X22b4,2015-06-09 07:41:46.997,2015-06-09 08:46:37.912,Pass,SUCCESS,2013.1.01035.S,791360,10515.0,,1.08080972222
uid://A001/X144/X4d,uid://A001/X144/X4d,uid://A002/Xa309c2/X2ab6,2015-06-11 07:17:56.845,2015-06-11 08:27:36.454,Pass,SUCCESS,2013.1.00486.S,792358,10720.0,No real problem. DA45 may need to be flagged since it shows up as outlier in the Phase RMS.,1.1610025
uid://A001/X196/X72,uid://A001/X196/X72,uid://A002/Xa2d681/Xd1b,2015-06-09 01:16:37.343,2015-06-09 02:39:58.687,Pass,SUCCESS,2013.1.01364.S,791298,10459.0,,1.38926222222
uid://A001/X12f/X6a,uid://A001/X12f/X6a,uid://A002/Xa2ea64/X26df,2015-06-10 07:54:37.741,2015-06-10 08:23:59.204,Pass,SUCCESS,2013.1.00208.S,791971,10785.0,"DV10 and DV17 should be flagged.
AQUA is not showing Tsys , Trec etc. We cannot assess QA0
QA0plus status: PASS (All target observed! PWV ~1mm. AmpCal used is Ceres. 38 antennas, refant=DA45. DV10 and",0.489295277778
uid://A001/X196/X20,uid://A001/X196/X20,uid://A002/Xa39269/X1cb6,2015-06-15 08:04:17.981,2015-06-15 09:06:26.866,SemiPass,SUCCESS,2013.1.00099.S,794676,11454.0,"No Ampcal with the same antennas set
QA0plus status: PASS (Science target, off position looks fine)",1.03580138889
uid://A001/X196/X20,uid://A001/X196/X20,uid://A002/Xa39269/X2147,2015-06-15 09:06:44.925,2015-06-15 10:08:52.012,SemiPass,SUCCESS,2013.1.00099.S,794676,11433.0,"No Ampcal with the same antennas set
QA0plus status: PASS (Science target, off position looks fine)",1.03530194444
uid://A001/X120/X38,uid://A001/X120/X38,uid://A002/Xa39269/X2760,2015-06-15 10:39:21.931,2015-06-15 11:04:25.383,Pass,SUCCESS,2013.1.00989.S,794538,11307.0,"DA49 - high Tsys
DV18, DA51, DV16 - pointing offsets
DV19, DV45 - large phase rms

Execution fraction manually changed from 2 to 1.",0.417625555556
uid://A001/X145/X2f7,uid://A001/X145/X2f7,uid://A002/Xa2ea64/X342a,2015-06-10 11:08:37.774,2015-06-10 12:12:43.061,SemiPass,SUCCESS,2013.1.00188.S,792045,12082.0,"DV18 - pointing outlier
DV10 & DV17 - problem with high phase rms in band7, maybe high Tsys

Cannot assess QA0 because AQUA will not show Tsys and Trec

QA0plus status: PASS (PWV ~1mm. AmpCal used is ",1.06813527778
uid://A001/X122/X22a,uid://A001/X122/X22a,uid://A002/Xa342f2/X4fc7,2015-06-13 18:06:53.712,2015-06-13 19:06:30.437,Pass,SUCCESS,2013.1.00647.S,793692,11312.0,"No System Temperature plots...
QA0plus status: PASS (PWV ~0.6mm. AmpCal used is J0510+180(Last observed in Band3 07Juny15). 35 antennas, refant=DA59. DV15 higher Tsys pol XX, DV11 one negative Tsys sc",0.993534722222
uid://A002/X9ae73b/X3,uid://A002/X9ae73b/X3,uid://A002/Xa342f2/X6ef6,2015-06-14 02:40:31.435,2015-06-14 03:38:06.468,Pass,SUCCESS,2013.1.00870.S,793994,11174.0,"TP SB. To be checked.
QA0plus status: PASS (Science target, off position looks fine)",0.959731388889
uid://A001/X147/X205,uid://A001/X147/X205,uid://A002/Xa342f2/X98e6,2015-06-14 14:13:31.199,2015-06-14 14:26:05.814,Fail,FAIL,2013.1.00191.S,794280,11197.0,QA0plus status: FAIL (only pointing scans),0.209615277778
uid://A001/X13e/Xfc,uid://A001/X13e/Xfc,uid://A002/Xa2ea64/X19d,2015-06-09 20:32:33.938,2015-06-09 21:02:48.902,Pass,SUCCESS,2013.1.00032.S,791708,10595.0,,0.504156666667
uid://A001/X12e/X2d6,uid://A001/X12e/X2d6,uid://A002/Xa32b8c/X265,2015-06-11 22:08:00.371,2015-06-11 23:22:39.000,Pass,SUCCESS,2013.1.01153.S,792863,10786.0,"Pointing offset in DV02
Leaving unset, but besides the start time, this is a pass.
actual start time is 2015-06-11T22:08:00
Anyone who complains about our efficiency can see we ran the array with no p",1.24406361111
uid://A001/X147/X206,uid://A001/X147/X206,uid://A002/Xa342f2/X3981,2015-06-13 11:39:57.552,2015-06-13 11:41:46.226,Fail,SUCCESS,2013.1.00191.S,793630,10978.0,QA0plus status: FAIL (no data),0.0301872222222
uid://A001/X12e/X2d6,uid://A001/X12e/X2d6,uid://A002/Xa2d681/X7de,2015-06-08 23:27:43.244,2015-06-09 00:31:51.454,Pass,SUCCESS,2013.1.01153.S,791209,10457.0,Pointing of DA51 bad.,1.06894722222
uid://A001/X21f/X7,uid://A001/X21f/X7,uid://A002/Xa2d681/X1ad9,2015-06-09 05:42:54.381,2015-06-09 07:00:50.895,Pass,SUCCESS,2013.1.01200.S,791209,10516.0,,1.29903166667
uid://A001/X13e/X1ab,uid://A001/X13e/X1ab,uid://A002/Xa2d681/X1f47,2015-06-09 07:01:30.739,2015-06-09 07:42:49.156,Pass,SUCCESS,2013.1.00152.S,791209,10517.0,,0.688449166667
uid://A001/X147/X205,uid://A001/X147/X205,uid://A002/Xa342f2/X9a50,2015-06-14 14:45:12.420,2015-06-14 14:53:19.188,Fail,FAIL,2013.1.00191.S,794262,11200.0,QA0plus status: FAIL (only pointing scan),0.135213333333
uid://A001/X147/X205,uid://A001/X147/X205,uid://A002/Xa342f2/X9b18,2015-06-14 15:06:54.555,2015-06-14 15:14:37.182,Fail,FAIL,2013.1.00191.S,794262,11203.0,QA0plus status: FAIL (only pointing scan),0.1285075
uid://A001/X144/Xe1,uid://A001/X144/Xe1,uid://A002/Xa342f2/X9e29,2015-06-14 15:55:23.836,2015-06-14 17:09:54.239,Pass,SUCCESS,2013.1.00781.S,794261,11419.0,"DV has Tsys higher than ~50% mean
Several antennas have uncorrected pointing offsets > 2""
Phase okay

However the cal J0519-454 is not observed recently. So this EB is unset.

QA0plus status: PASS (Mo",1.24177861111
uid://A001/X144/Xe1,uid://A001/X144/Xe1,uid://A002/Xa342f2/Xa25d,2015-06-14 17:10:25.093,2015-06-14 18:25:20.941,Pass,SUCCESS,2013.1.00781.S,794261,11420.0,"DV has Tsys higher than ~50% mean
Several antennas have uncorrected pointing offsets > 2""
Phase okay

However the cal J0519-454 is not observed recently. So this EB is unset.",1.24884666667
uid://A001/X197/X121,uid://A001/X197/X121,uid://A002/Xa309c2/X3014,2015-06-11 08:38:48.977,2015-06-11 09:29:11.144,Pass,SUCCESS,2013.1.01173.S,792358,10782.0,"DV15 - high Tsys
DV16 & DV18 - pointing outliers
DA45 - outlying phase rms
We set this to ""UNSET"" because the phase calibrator J2306 is weak or undetected

QA0plus status: PASS (All target observed! P",0.839490833333
uid://A001/X12e/X2d4,uid://A001/X12e/X2d4,uid://A002/Xa342f2/X5cd5,2015-06-13 22:20:19.688,2015-06-13 23:59:30.304,Pass,SUCCESS,2013.1.01153.S,793926,11037.0,"Look out for DA49 & DA41 high system temp in BB 1.
DV02 & DV18 high phase rms in phase cal
DA46 high phase rms in bp cal.",1.65294888889
uid://A001/X122/X120,uid://A001/X122/X120,uid://A002/Xa342f2/X73b4,2015-06-14 03:56:51.300,2015-06-14 05:29:26.145,Pass,SUCCESS,2013.1.00220.S,793926,11114.0,No problem,1.5430125
uid://A001/X121/Xa5,uid://A001/X121/Xa5,uid://A002/Xa309c2/X815,2015-06-10 22:44:50.318,2015-06-11 00:01:26.753,Pass,SUCCESS,2013.1.00976.S,792321,10768.0,"URGENT. 
Flux Calibrator  to be measured again.
Otherwise it should be a PASS.

3c273 Last observed in Band 3 02Jun15, then PASS",1.2767875
uid://A001/X147/X102,uid://A001/X147/X102,uid://A002/Xa309c2/X1c24,2015-06-11 03:27:41.612,2015-06-11 03:40:40.703,Fail,FAIL,2013.1.01004.S,792348,10661.0,"QA0plus: FAIL (no data) 
Nearly no data on the science target. Just failed when starting to observe because of the high elevation.",0.216414166667
uid://A001/X13e/X1a8,uid://A001/X13e/X1a8,uid://A002/Xa2d681/X269a,2015-06-09 08:54:51.755,2015-06-09 08:56:07.883,Fail,SUCCESS,2013.1.00152.S,791456,10526.0,QA0plus status: FAIL (no data) jgarcia,0.0211466666667
uid://A001/X144/X111,uid://A001/X144/X111,uid://A002/Xa2ea64/X2f84,2015-06-10 09:55:12.970,2015-06-10 11:08:12.663,Pass,SUCCESS,2013.1.00704.S,792045,10783.0,"Firstly, AQUA is not showing Tsys and Trec, so we cannot determine a QA0 status.
Also - the Phase RMS for the phase cal suggest the cal is too weak. 
QA0plus status: PASS (All target observed! PWV ~1m",1.21658138889
uid://A001/X122/X31b,uid://A001/X122/X31b,uid://A002/Xa39269/X22bc,2015-06-15 09:34:02.225,2015-06-15 10:22:50.531,Pass,SUCCESS,2013.1.00749.S,794538,11338.0,"pointing offsets - DV16, DA51, DV18, DA49

Trec/Tsys examined on quick look - it is not shown here.",0.813418333333
uid://A001/X197/X113,uid://A001/X197/X113,uid://A002/Xa342f2/Xa7b6,2015-06-14 18:49:10.512,2015-06-14 19:25:12.453,Pass,SUCCESS,2013.1.00032.S,794372,11423.0,"DV15 & DV25: check system temperature. 
Last flux measurement for Amplitude Calibrator 'J0854+201' was performed on 2015-06-02, left QA0 unset.",0.600539166667
uid://A001/X197/X117,uid://A001/X197/X117,uid://A002/Xa342f2/Xa9d6,2015-06-14 19:26:59.279,2015-06-14 19:55:07.702,Pass,FAIL,2013.1.00032.S,794372,11421.0,"Failed because the system was unstable. Might have useful data.
QA0plus status: PASS (PWV ~0.7mm. AmpCal used is J0522-364(Last observed in Band7 07Jun15). 39 antennas, refant=DA52. DV15 higher Tsys B",0.469006388889
uid://A001/X122/X58a,uid://A001/X122/X58a,uid://A002/Xa39269/X20ec,2015-06-15 09:02:05.141,2015-06-15 09:33:35.697,SemiPass,SUCCESS,2013.1.00521.S,794538,13540.0,"DV15 DV25 have tsys high by 50% than ensemble. 

Uncorrected poitnings are generally okay, DV18 is consistently discrepant, in excess of ~1"" of tolerance circle.

Phases are junk, in that there is no ",0.525154444444
uid://A001/X121/X51b,uid://A001/X121/X51b,uid://A002/Xa39269/X274d,2015-06-15 10:33:28.255,2015-06-15 10:35:04.606,Fail,FAIL,2013.1.00576.S,794538,11340.0,QA0plus status: FAIL (no data),0.0267641666667
uid://A001/X196/X20,uid://A001/X196/X20,uid://A002/Xa39269/X2a95,2015-06-15 11:18:26.626,2015-06-15 11:21:13.217,Fail,ABORTED,2013.1.00099.S,794676,11308.0,QA0plus status: FAIL (no data),0.0462752777778
uid://A001/X145/X323,uid://A001/X145/X323,uid://A002/Xa2ea64/X2956,2015-06-10 08:24:25.678,2015-06-10 09:31:11.855,Pass,SUCCESS,2013.1.00973.S,791971,10784.0,"DV18 has bad pointing
DV10 & DV17 have problems - possibly also poor tsys in band 7.
AQUA does not show Tsys, Trx, etc. cannot assess to QA0
QA0plus status: PASS (PWV ~1mm. AmpCal used is Ceres. 38 an",1.11282694444
uid://A001/X21f/X7,uid://A001/X21f/X7,uid://A002/Xa309c2/X254f,2015-06-11 05:57:26.126,2015-06-11 07:14:57.419,Pass,SUCCESS,2013.1.01200.S,792358,10697.0,No problem found.,1.29202583333
uid://A001/X12b/X206,uid://A001/X12b/X206,uid://A002/Xa309c2/X3556,2015-06-11 09:43:30.412,2015-06-11 10:13:24.989,Pass,SUCCESS,2013.1.01057.S,792358,10775.0,"DV11, DV15, DV22 - high Tsys
DV18 - pointing outlier
UNSET because the phase calibrator J0110 is weak or undetected.
QA0plus status: PASS (PWV ~0.9mm. AmpCal used is Uranus. 34 antennas, refant=DA52. ",0.498493611111
uid://A001/X121/X1a1,uid://A001/X121/X1a1,uid://A002/Xa309c2/X3a39,2015-06-11 10:53:42.839,2015-06-11 11:49:12.451,Pass,SUCCESS,2013.1.00229.S,792358,10759.0,"Three antennas with high Tsys, flagging them won't cause the data to fail QA0.
DV18 is not commissioned and has bad pointing. please flag.
AQUA computes an observing fraction of 1.8, and has a limit o",0.924892222222
uid://A001/X122/X3e1,uid://A001/X122/X3e1,uid://A002/Xa3aadb/X267,2015-06-15 21:42:24.284,2015-06-15 22:53:38.202,Pass,SUCCESS,2013.1.00198.S,795001,11355.0,"DV16 pointing offset & high phase rms in BP
",1.18719944444
uid://A002/X9ae73b/X3,uid://A002/X9ae73b/X3,uid://A002/Xa3aadb/Xadb,2015-06-16 00:34:11.777,2015-06-16 01:31:20.635,SemiPass,SUCCESS,2013.1.00870.S,795052,11425.0,"TP SB. to be checked.
No Ampcal QA0plus status: PASS (Science target, off position looks fine)",0.952460555556
uid://A001/X196/X20,uid://A001/X196/X20,uid://A002/Xa39269/X266b,2015-06-15 10:22:43.738,2015-06-15 11:18:11.781,SemiPass,SUCCESS,2013.1.00099.S,794676,11432.0,"No Ampcal with the same antennas set QA0plus status: PASS (Science target, off position looks fine)",0.924456388889
uid://A001/X145/X2f8,uid://A001/X145/X2f8,uid://A002/Xa39269/X2974,2015-06-15 11:04:57.780,2015-06-15 12:25:20.412,Pass,SUCCESS,2013.1.00188.S,794538,11354.0,"QA0plus status: PASS (PWV ~0.4mm. AmpCal used is Ceres. 37 antennas, refant=DA52. Image final peak flux/rms is 13.01mJy/0.2mJy=65.1 ~34min on source. Resolution 0.36x0.31 in pa 70.1)",1.33962
uid://A001/X121/Xa5,uid://A001/X121/Xa5,uid://A002/Xa32b8c/X147c,2015-06-12 02:44:00.203,2015-06-12 04:04:03.023,Pass,SUCCESS,2013.1.00976.S,792863,10793.0,"No problem. BL with  DA45 still have  higher phase rms.
QA0plus status: PASS (Session on! no AmpCal. Polarisation Calibrator cover ~56 degrees of Parallactic angle)",1.33411666667
uid://A002/X9bf4fd/X8,uid://A002/X9bf4fd/X8,uid://A002/Xa309c2/X2faa,2015-06-11 08:34:03.691,2015-06-11 09:19:48.869,Pass,SUCCESS,2013.1.00211.S,792492,10763.0,"QA0plus status: PASS (Amp target, off position OK)",0.762549444444
uid://A001/X122/X121,uid://A001/X122/X121,uid://A002/Xa39269/X514,2015-06-15 01:05:43.010,2015-06-15 03:06:51.284,Pass,SUCCESS,2013.1.00220.S,794538,11265.0,,2.018965
uid://A002/X9ae73b/X3,uid://A002/X9ae73b/X3,uid://A002/Xa39269/X78e,2015-06-15 01:32:30.641,2015-06-15 02:30:02.739,Pass,SUCCESS,2013.1.00870.S,794505,11303.0,"TP SB. To be checked.
QA0plus status: PASS (Science target, off position looks fine)",0.958916111111
uid://A002/X9ae73b/X3,uid://A002/X9ae73b/X3,uid://A002/Xa39269/Xb58,2015-06-15 02:43:55.712,2015-06-15 03:41:23.587,Pass,SUCCESS,2013.1.00870.S,794505,11302.0,"TP SB. To be checked.
QA0plus status: PASS (Science target, off position looks fine)",0.957743055556
uid://A001/X122/X121,uid://A001/X122/X121,uid://A002/Xa39269/Xd81,2015-06-15 03:18:17.129,2015-06-15 05:18:40.884,Pass,SUCCESS,2013.1.00220.S,794538,11267.0,DV16 has a large pointing offset DV16 and DV19 have larger phase rms.,2.00659861111
uid://A002/X9ae73b/X3,uid://A002/X9ae73b/X3,uid://A002/Xa39269/Xf1a,2015-06-15 03:46:50.815,2015-06-15 04:44:13.192,Pass,SUCCESS,2013.1.00870.S,794569,11301.0,"TP SB. To be checked.
QA0plus status: PASS (Science target, off position looks fine)",0.956215833333
uid://A001/X120/X7,uid://A001/X120/X7,uid://A002/Xa2d681/X2d7,2015-06-08 21:45:20.195,2015-06-08 21:46:58.078,Fail,FAIL,2013.1.01202.S,791214,10474.0,"QA0plus: FAIL (fmorales, no data)
Did not find a phase cal",0.0271897222222
uid://A001/X196/X1f,uid://A001/X196/X1f,uid://A002/Xa342f2/X8e70,2015-06-14 11:40:33.835,2015-06-14 12:34:44.778,Pass,SUCCESS,2013.1.00099.S,794209,11178.0,"QA0plus status: PASS (Amp target, off position OK)",0.903039722222
uid://A001/X121/Xa5,uid://A001/X121/Xa5,uid://A002/Xa32b8c/Xe6e,2015-06-12 01:18:20.869,2015-06-12 02:31:54.523,Pass,SUCCESS,2013.1.00976.S,792863,10790.0,"Temperature checked on  QL. No problem visible.
QA0plus status: PASS (Session on! no AmpCal. Polarisation Calibrator cover ~13degrees of Parallactic angle)",1.226015
uid://A001/X12d/Xd7,uid://A001/X12d/Xd7,uid://A002/Xa342f2/X3ee3,2015-06-13 13:25:51.727,2015-06-13 13:27:00.588,Fail,ABORTED,2013.1.01110.S,793692,11006.0,"SB aborted - focus scan not completed prior.
QA0plus status: FAIL (no data) jgarcia",0.0191280555556
uid://A001/X12d/Xd7,uid://A001/X12d/Xd7,uid://A002/Xa342f2/X3fd7,2015-06-13 13:38:30.901,2015-06-13 15:00:27.460,Pass,SUCCESS,2013.1.01110.S,793692,11017.0,DV02 has slightly higher phase rms,1.36571083333
uid://A001/X120/X9c,uid://A001/X120/X9c,uid://A002/Xa342f2/X7b0a,2015-06-14 06:28:24.178,2015-06-14 07:43:00.649,Pass,SUCCESS,2013.1.00100.S,793926,11094.0,"Check DV02. High Tsys, large pointing offset and phase rms. DV16 has a large pointing offset.",1.24346416667
uid://A001/X138/X68,uid://A001/X138/X68,uid://A002/Xa2ea64/Xd50,2015-06-10 00:50:12.918,2015-06-10 01:46:51.240,Pass,SUCCESS,2013.1.00164.S,791767,10594.0,,0.943978333333
uid://A001/X147/X206,uid://A001/X147/X206,uid://A002/Xa342f2/X8289,2015-06-14 08:42:47.076,2015-06-14 09:35:35.828,SemiPass,SUCCESS,2013.1.00191.S,794151,11206.0,"No AmpCal! QA0plus status: PASS (Science target, off position looks fine)",0.880208888889
uid://A001/X122/X3e1,uid://A001/X122/X3e1,uid://A002/Xa342f2/Xb00f,2015-06-14 21:36:54.031,2015-06-14 21:56:42.781,Fail,FAIL,2013.1.00198.S,794436,11274.0,"no targetdata
QA0plus status: FAIL (no science)",0.330208333333
uid://A001/X13c/X41,uid://A001/X13c/X41,uid://A002/Xa39269/X1468,2015-06-15 05:30:07.083,2015-06-15 06:27:19.947,Pass,SUCCESS,2013.1.00374.S,794538,11264.0,,0.953573333333
uid://A002/X9ae73b/X3,uid://A002/X9ae73b/X3,uid://A002/Xa3aadb/X755,2015-06-15 23:36:34.098,2015-06-16 00:33:52.709,SemiPass,SUCCESS,2013.1.00870.S,795052,11424.0,"TP SB. To be checked,
No Ampcal 
QA0plus status: PASS (Science target, off position looks fine)",0.955169722222
uid://A001/X197/X44,uid://A001/X197/X44,uid://A002/Xa3aadb/X92a,2015-06-16 00:08:41.816,2015-06-16 00:50:48.694,SemiPass,SUCCESS,2013.1.01222.S,795001,11440.0,"Had to end early for a time critical project. But the project got 5/10min on source in great weather. Possible pass/semi-pass

QA0plus status: PASS (but no Phase Cal after science target!)",0.701910555556
uid://A001/X13a/X17d,uid://A001/X13a/X17d,uid://A002/Xa32b8c/X2de0,2015-06-12 08:59:11.137,2015-06-12 10:43:08.116,Pass,SUCCESS,2013.1.00735.S,792985,10903.0,"Poniing is discrepant for DV18 and PM01
Tsys for DV02 is slightly high, and baselines with DV02 show discrepant phase decorrelation. 
Phase cal is rather weak.",1.73249416667
uid://A001/X146/X2d,uid://A001/X146/X2d,uid://A002/Xa342f2/X2fe9,2015-06-13 08:50:10.649,2015-06-13 10:11:25.293,Pass,SUCCESS,2013.1.00139.S,793445,10984.0,"DV02 has very high Tsys, but normal Trec.
DV02 has poor pointing, DV18, DA53 and DA62 should be checked.
Phase cal is weak, but the phase RMS is not flat.
Execution fraction is too high to pass QA0, s",1.35406777778
uid://A001/X138/X8c,uid://A001/X138/X8c,uid://A002/Xa342f2/X3555,2015-06-13 10:22:49.794,2015-06-13 11:48:02.368,Pass,SUCCESS,2013.1.00576.S,793445,11009.0,"Discrepant pointing in DV18, CV02,DV16

Phase outliers in DV01, DV19, DV20

Phase RMS is flat, check if phasecal flux is sufficient

Tsys/Trec values not shown, cannot determine QA0 status.

QA0plus s",1.42015944444
uid://A001/X147/X206,uid://A001/X147/X206,uid://A002/Xa342f2/X3628,2015-06-13 10:38:31.722,2015-06-13 11:31:20.421,SemiPass,SUCCESS,2013.1.00191.S,793630,11207.0,"No AmpCal! QA0plus status: PASS (Science target, off position looks fine)",0.880194166667
uid://A001/X197/X17d,uid://A001/X197/X17d,uid://A002/Xa342f2/X5526,2015-06-13 19:49:58.095,2015-06-13 19:51:08.123,Fail,FAIL,2013.1.00070.S,793692,11029.0,"Accidentally qued the wrong SB. Just as we were getting ready to terminate, it crashed because the source is below the horizon. 
QA0plus status: FAIL (no data) jgarcia",0.0194522222222
